"Id" "Elements" "Year" "Month" "Day1" "Day2" "Day3" "Day4" "Day5" "Day6" "Day7" "Day8" "Day9" "Day10" "Day11" "Day12" "Day13" "Day14" "Day15" "Day16" "Day17" "Day18" "Day19" "Day20" "Day21" "Day22" "Day23" "Day24" "Day25" "Day26" "Day27" "Day28" "Day29" "Day30" "Day31"
"MX000020152" "TMIN" "1957" "9" "225" "230" "230" "230" "235" "240" "240" "235" "240" "240" "220" "235" "205" "230" "220" "240" "225" "230" "225" "235" "230" "230" "230" "220" "220" "230" "220" "220" "210" "205" NA
"MX000020152" "TMIN" "1957" "10" "215" "210" "200" "200" "210" "210" "220" "215" "230" "220" "220" "210" "210" "210" "230" "235" "240" "220" "210" "200" "215" "225" "230" "230" "210" "200" "200" "180" "180" "185" "190"
"MX000020152" "TMIN" "1957" "11" "185" "200" "225" "215" "200" "190" "180" "195" "200" "200" "210" "210" "210" "190" "190" "220" "230" "220" "230" "210" "215" "215" "180" "170" "170" "170" "170" "180" "200" "200" NA
"MX000020152" "TMIN" "1957" "12" "140" "150" "160" "190" "145" "160" "170" "190" "170" "135" "130" "130" "135" "160" "170" "180" "170" "150" "170" "180" "200" "190" "200" "200" "190" "205" "180" "175" "170" "200" "200"
"MX000020152" "TMIN" "1958" "1" "190" "145" "150" "160" "180" "190" "140" "120" "130" "130" "130" "165" "170" "175" "175" "160" "150" "150" "165" "170" "155" "170" "160" "165" "130" "135" "175" "180" "195" "185" "150"
"MX000020152" "TMIN" "1958" "2" "170" "180" "155" "150" "155" "160" "175" "170" "150" "170" "160" "185" "150" "120" "130" "180" "155" "155" "175" "185" "190" "180" "200" "205" "195" "150" "150" "175" NA NA NA
"MX000020152" "TMIN" "1958" "3" "185" "190" "205" "210" "215" "205" "205" "210" "210" "205" "210" "230" "230" "165" "165" "180" "190" "215" "185" "180" "160" "160" "185" "195" "215" "195" "185" "210" "210" "210" "205"
"MX000020152" "TMIN" "1958" "4" "210" "220" "205" "205" "210" "225" "205" "210" "205" "230" "215" "210" "215" "215" "230" "190" "190" "190" "220" "210" "220" "225" "240" "245" "250" "235" "240" "250" "245" "250" NA
"MX000020152" "TMIN" "1958" "5" "235" "240" "235" "250" "250" "240" "210" "200" "210" "250" "240" "250" "245" "250" "220" "230" "210" "210" "220" "220" "210" "220" "220" "230" "240" "240" "240" "230" "240" "230" "240"
"MX000020152" "TMIN" "1958" "6" "240" "235" "230" "230" "220" "215" "200" "240" "240" "240" "260" "240" "240" "220" "245" "235" "235" "245" "230" "250" "230" "235" "250" "250" "230" "240" "215" "220" "220" "230" NA
"MX000020152" "TMIN" "1958" "7" "230" "220" "225" "220" "230" "220" "220" "235" "235" "230" "225" "200" "230" "220" "220" "220" "215" "210" "225" "230" "240" "230" "240" "240" "230" "220" "220" "225" "240" "230" "225"
"MX000020152" "TMIN" "1958" "8" "225" "220" "220" "220" "240" "225" "225" "225" "230" "240" "235" "220" "225" "240" "240" "250" "250" "250" "250" "255" "240" "240" "250" "250" "250" "230" "240" "245" "240" "220" "210"
"MX000020152" "TMIN" "1958" "9" "220" "230" "235" "240" "240" "225" "235" "230" "230" "230" "220" "220" "225" "220" "230" "235" "230" "230" "230" "230" "220" "230" "210" "230" "230" "230" "220" "220" "220" "225" NA
"MX000020152" "TMIN" "1958" "10" "220" "230" "230" "230" "230" "230" "235" "230" "245" "235" "220" "220" "220" "220" "215" "220" "235" "225" "230" "220" "230" "225" "220" "220" "210" "210" "215" "220" "200" "200" "195"
"MX000020152" "TMIN" "1958" "11" "190" "200" "210" "210" "220" "220" "230" "210" "210" "220" "210" "210" "210" "215" "220" "230" "230" "230" "220" "190" "190" "195" "190" "195" "210" "195" "200" "190" "190" "190" NA
"MX000020152" "TMIN" "1958" "12" "190" "200" "190" "190" "170" "190" "210" "200" "200" "210" "210" "180" "190" "185" "160" "140" "150" "160" "170" "160" "160" "180" "170" "180" "190" "190" "180" "180" "175" "180" "160"
"MX000020152" "TMIN" "1959" "1" "165" "130" "140" "180" "170" "160" "160" "170" "170" "150" "160" "155" "170" "170" "170" "175" "130" "160" "160" "170" "180" "160" "160" "170" "180" "190" "200" "200" "200" "200" "210"
"MX000020152" "TMIN" "1959" "2" "200" "200" "180" "180" "170" "180" "190" "190" "200" "210" "210" "185" "200" "210" "220" "200" "165" "180" "180" "200" "190" "190" "180" "200" "210" "210" "220" "220" NA NA NA
"MX000020152" "TMIN" "1959" "3" "190" "170" "160" "180" "190" "160" "170" "180" "190" "200" "200" "210" "160" "160" "170" "210" "180" "140" "140" "160" "170" "180" "170" "170" "200" "220" "220" "220" "230" "210" "210"
"MX000020152" "TMIN" "1959" "4" "210" "220" "155" "160" "200" "190" "200" "215" "220" "230" "220" "230" "170" "170" "170" "180" "200" "230" "230" "240" "250" "230" "200" "190" "200" "210" "200" "210" "220" "230" NA
"MX000020152" "TMIN" "1959" "5" "240" "240" "250" "240" "230" "240" "230" "220" "200" "220" "230" "240" "200" "200" "200" "200" "220" "240" "230" "250" "230" "250" "220" "230" "230" "220" "240" "230" "220" "230" "220"
"MX000020152" "TMIN" "1959" "6" "230" "250" "240" "230" "240" "250" "230" "240" "220" "240" "250" "240" "230" "220" "210" "220" "210" "220" "230" "230" "230" "230" "220" "230" "220" "220" "220" "210" "200" "210" NA
"MX000020152" "TMIN" "1959" "7" "230" "230" "210" "220" "230" "210" "220" "230" "240" "220" "220" "235" "220" "220" "215" "220" "230" "240" "250" "230" "230" "200" "210" "220" "230" "240" "220" "230" "220" "220" "220"
"MX000020152" "TMIN" "1959" "8" "220" "210" "215" "240" "200" "220" "210" "220" "225" "230" "240" "230" "240" "240" "240" "220" "230" "220" "220" "230" "230" "230" "210" "220" "220" "220" "230" "210" "220" "230" "230"
"MX000020152" "TMIN" "1959" "9" "230" "230" "240" "220" "220" "220" "230" "230" "230" "230" "220" "220" "200" "210" "220" "210" "220" "230" "200" "210" "220" "230" "240" "235" "230" "240" "230" "240" "240" "240" NA
"MX000020152" "TMIN" "1959" "10" "235" "210" "215" "230" "220" "210" "230" "230" "240" "220" "220" "220" "230" "230" "225" "220" "220" "200" "200" "210" "230" "230" "220" "230" "220" "210" "210" "200" "200" "210" "230"
"MX000020152" "TMIN" "1959" "11" "210" "210" "220" "200" "200" "210" "160" "160" "180" "180" "180" "190" "180" "190" "190" "190" "200" "160" "150" "150" "160" "190" "190" "200" "190" "160" "160" "150" "140" "160" NA
"MX000020152" "TMIN" "1959" "12" "160" "190" "180" "170" "170" "170" "130" "140" "160" "180" "160" "210" "180" "180" "180" "180" "190" "190" "140" "160" "180" "180" "160" "180" "170" "180" "170" "180" "180" "180" "190"
"MX000020152" "TMIN" "1960" "1" "200" "200" "210" "200" "190" "200" "170" "180" "180" "200" "200" "190" "190" "210" "200" "200" "190" "200" "160" "150" "150" "150" "160" "170" "150" "160" "160" "160" "170" "150" "130"
"MX000020152" "TMIN" "1960" "2" "110" "120" "140" "140" "150" "150" "150" "160" "140" "140" "160" "170" "100" "100" "100" "130" "140" "150" "130" "140" "150" "170" "170" "170" "160" "130" "130" "170" "200" NA NA
"MX000020152" "TMIN" "1960" "3" "200" "190" "200" "160" "170" "180" "190" "170" "140" "140" "170" "190" "180" "190" "200" "190" "190" "160" "150" "160" "180" "190" "160" "160" "170" "190" "200" "200" "200" "210" "220"
"MX000020152" "TMIN" "1960" "4" "210" "210" "220" "170" "160" "160" "150" "170" "180" "200" "180" "180" "190" "200" "230" "210" "220" "220" "200" "210" "190" "220" "220" "230" "200" "220" "230" "240" "240" "220" NA
"MX000020152" "TMIN" "1960" "5" "240" "220" "210" "220" "230" "240" "250" "200" "190" "210" "230" "220" "200" "200" "220" "230" "240" "240" "250" "230" "240" "230" "240" "240" "250" "250" "260" "230" "240" "250" "240"
"MX000020152" "TMIN" "1960" "6" "220" "230" "230" "250" "240" "240" "260" "250" "250" "240" "240" "240" "250" "240" "220" "250" "260" "220" "230" "220" "230" "240" "230" "230" "240" "230" "210" "230" "230" "230" NA
"MX000020152" "TMIN" "1960" "7" "230" "230" "230" "250" "230" "230" "210" "210" "210" "230" "220" "220" "240" "230" "230" "220" "210" "220" "220" "220" "210" "200" "220" "220" "200" "220" "230" "230" "220" "240" "240"
"MX000020152" "TMIN" "1960" "8" "240" "230" "220" "230" "230" "230" "210" "220" "230" "240" "240" "230" "240" "230" "220" "210" "220" "230" "230" "220" "230" "240" "240" "240" "230" "240" "240" "230" "230" "220" "210"
"MX000020152" "TMIN" "1960" "9" "210" "220" "210" "210" "220" "220" "220" "220" "220" "230" "230" "230" "230" "230" "220" "220" "230" "230" "220" "210" "220" "230" "220" "230" "230" "220" "220" "210" "220" "220" NA
"MX000020152" "TMIN" "1960" "10" "220" "230" "220" "220" "230" "230" "220" "220" "220" "230" "220" "220" "230" "230" "230" "240" "240" "230" "230" "230" "220" "220" "220" "220" "220" "220" "210" "220" "230" "230" "210"
"MX000020152" "TMIN" "1960" "11" "190" "200" "200" "210" "210" "220" "210" "200" "200" "210" "200" "200" "210" "220" "210" "210" "210" "200" "210" "200" "210" "210" "220" "210" "200" "210" "210" "200" "210" "180" NA
"MX000020152" "TMIN" "1960" "12" "180" "170" "170" "160" "170" "180" "180" "190" "190" "190" "200" "200" "180" "160" "170" "180" "170" "170" "180" "170" "160" "120" "150" "160" "180" "180" "180" "180" "190" "190" "200"
"MX000020152" "TMIN" "1961" "1" "190" "180" "190" "180" "180" "170" "170" "190" "140" "140" "150" "140" "170" "170" "180" "170" "160" "170" "160" "160" "150" "150" "160" "170" "180" "190" "180" "180" "160" "160" "160"
"MX000020152" "TMIN" "1961" "2" "160" "170" "180" "160" "170" "190" "150" "150" "160" "170" "160" "150" "150" "150" "170" "200" "190" "200" "200" "210" "210" "160" "170" "180" "170" "140" "150" "160" NA NA NA
"MX000020152" "TMIN" "1961" "3" "190" "190" "190" "200" "200" "220" "220" "220" "180" "170" "150" "170" "180" "200" "210" "210" "195" "200" "205" "210" "180" "190" "200" "210" "200" "210" "210" "220" "210" "210" "210"
"MX000020152" "TMIN" "1961" "4" "210" "210" "200" "210" "220" "220" "210" "200" "210" "220" "220" "220" "180" "190" "210" "210" "180" "200" "200" "210" "230" "210" "200" "210" "220" "220" "220" "240" "230" "220" NA
"MX000020152" "TMIN" "1961" "5" "230" "240" "240" "250" "240" "250" "240" "230" "250" "210" "190" "190" "220" "200" "230" "250" "240" "240" "240" "220" "210" "230" "250" "210" "220" "240" "210" "220" "220" "230" "220"
"MX000020152" "TMIN" "1961" "6" "240" "220" "240" "250" "230" "250" "250" "250" "240" "230" "230" "220" "220" "230" "220" "220" "220" "220" "240" "230" "200" "230" "230" "230" "210" "220" "210" "220" "240" "220" NA
"MX000020152" "TMIN" "1961" "7" "210" "230" "210" "200" "210" "230" "210" "220" "220" "220" "200" "210" "210" "210" "220" "230" "230" "230" "230" "240" "230" "230" "210" "230" "220" "210" "220" "210" "220" "230" "220"
"MX000020152" "TMIN" "1961" "8" "210" "200" "210" "210" "220" "230" "230" "240" "230" "230" "220" "220" "210" "230" "230" "230" "230" "220" "230" "230" "210" "210" "230" "240" "240" "220" "230" "230" "230" "220" "220"
"MX000020152" "TMIN" "1961" "9" "230" "230" "210" "210" "200" "200" "220" "230" "230" "220" "230" "230" "230" "230" "220" "210" "220" "220" "200" "210" "220" "230" "200" "210" "210" "220" "220" "210" "220" "220" NA
"MX000020152" "TMIN" "1961" "10" "220" "210" "210" "190" "190" "200" "210" "220" "230" "230" "230" "210" "200" "210" "200" "190" "190" "200" "210" "210" "200" "210" "220" "190" "210" "200" "200" "200" "200" "210" "210"
"MX000020152" "TMIN" "1961" "11" "200" "210" "220" "210" "210" "220" "180" "190" "190" "190" "200" "210" "220" "225" "230" "230" "210" "210" "200" "210" "210" "185" "180" "180" "190" "190" "180" "180" "195" "200" NA
"MX000020152" "TMIN" "1961" "12" "190" "190" "190" "200" "185" "180" "198" "205" "200" "180" "195" "200" "215" "200" "205" "215" "215" "220" "225" "215" "205" "200" "200" "170" "160" "150" "150" "170" "170" "165" "145"
