"","Year","Month","Day","value"
"1",1952,1,1,86
"787",1952,1,2,76
"1573",1952,1,3,76
"2359",1952,1,4,110
"3145",1952,1,5,97
"3931",1952,1,6,87
"4717",1952,1,7,62
"5503",1952,1,8,37
"6289",1952,1,9,56
"7075",1952,1,10,101
"7861",1952,1,11,116
"8647",1952,1,12,112
"9433",1952,1,13,106
"10219",1952,1,14,79
"11005",1952,1,15,97
"11791",1952,1,16,98
"12577",1952,1,17,118
"13363",1952,1,18,111
"14149",1952,1,19,75
"14935",1952,1,20,66
"15721",1952,1,21,90
"16507",1952,1,22,104
"17293",1952,1,23,154
"18079",1952,1,24,155
"18865",1952,1,25,114
"19651",1952,1,26,117
"20437",1952,1,27,169
"21223",1952,1,28,176
"22009",1952,1,29,174
"22746",1952,1,30,151
"23466",1952,1,31,120
"2",1952,2,1,118
"788",1952,2,2,117
"1574",1952,2,3,105
"2360",1952,2,4,83
"3146",1952,2,5,82
"3932",1952,2,6,105
"4718",1952,2,7,134
"5504",1952,2,8,111
"6290",1952,2,9,102
"7076",1952,2,10,124
"7862",1952,2,11,164
"8648",1952,2,12,172
"9434",1952,2,13,199
"10220",1952,2,14,207
"11006",1952,2,15,130
"11792",1952,2,16,65
"12578",1952,2,17,56
"13364",1952,2,18,30
"14150",1952,2,19,27
"14936",1952,2,20,23
"15722",1952,2,21,41
"16508",1952,2,22,122
"17294",1952,2,23,137
"18080",1952,2,24,134
"18866",1952,2,25,180
"19652",1952,2,26,140
"20438",1952,2,27,122
"21224",1952,2,28,100
"22010",1952,2,29,93
"3",1952,3,1,112
"789",1952,3,2,112
"1575",1952,3,3,124
"2361",1952,3,4,129
"3147",1952,3,5,147
"3933",1952,3,6,129
"4719",1952,3,7,120
"5505",1952,3,8,111
"6291",1952,3,9,136
"7077",1952,3,10,126
"7863",1952,3,11,106
"8649",1952,3,12,101
"9435",1952,3,13,103
"10221",1952,3,14,122
"11007",1952,3,15,143
"11793",1952,3,16,186
"12579",1952,3,17,204
"13365",1952,3,18,199
"14151",1952,3,19,157
"14937",1952,3,20,103
"15723",1952,3,21,101
"16509",1952,3,22,134
"17295",1952,3,23,181
"18081",1952,3,24,190
"18867",1952,3,25,186
"19653",1952,3,26,164
"20439",1952,3,27,155
"21225",1952,3,28,167
"22011",1952,3,29,211
"22747",1952,3,30,207
"23467",1952,3,31,167
"4",1952,4,1,147
"790",1952,4,2,140
"1576",1952,4,3,148
"2362",1952,4,4,155
"3148",1952,4,5,215
"3934",1952,4,6,223
"4720",1952,4,7,229
"5506",1952,4,8,218
"6292",1952,4,9,239
"7078",1952,4,10,246
"7864",1952,4,11,234
"8650",1952,4,12,175
"9436",1952,4,13,121
"10222",1952,4,14,102
"11008",1952,4,15,137
"11794",1952,4,16,156
"12580",1952,4,17,176
"13366",1952,4,18,201
"14152",1952,4,19,223
"14938",1952,4,20,232
"15724",1952,4,21,204
"16510",1952,4,22,225
"17296",1952,4,23,197
"18082",1952,4,24,170
"18868",1952,4,25,159
"19654",1952,4,26,178
"20440",1952,4,27,231
"21226",1952,4,28,231
"22012",1952,4,29,233
"22748",1952,4,30,223
"5",1952,5,1,235
"791",1952,5,2,243
"1577",1952,5,3,241
"2363",1952,5,4,235
"3149",1952,5,5,245
"3935",1952,5,6,228
"4721",1952,5,7,215
"5507",1952,5,8,242
"6293",1952,5,9,244
"7079",1952,5,10,249
"7865",1952,5,11,248
"8651",1952,5,12,222
"9437",1952,5,13,222
"10223",1952,5,14,220
"11009",1952,5,15,234
"11795",1952,5,16,246
"12581",1952,5,17,241
"13367",1952,5,18,254
"14153",1952,5,19,229
"14939",1952,5,20,254
"15725",1952,5,21,244
"16511",1952,5,22,251
"17297",1952,5,23,261
"18083",1952,5,24,246
"18869",1952,5,25,234
"19655",1952,5,26,251
"20441",1952,5,27,242
"21227",1952,5,28,220
"22013",1952,5,29,235
"22749",1952,5,30,260
"23468",1952,5,31,231
"6",1952,6,1,224
"792",1952,6,2,224
"1578",1952,6,3,250
"2364",1952,6,4,245
"3150",1952,6,5,258
"3936",1952,6,6,270
"4722",1952,6,7,257
"5508",1952,6,8,249
"6294",1952,6,9,249
"7080",1952,6,10,246
"7866",1952,6,11,232
"8652",1952,6,12,247
"9438",1952,6,13,272
"10224",1952,6,14,258
"11010",1952,6,15,252
"11796",1952,6,16,238
"12582",1952,6,17,272
"13368",1952,6,18,257
"14154",1952,6,19,256
"14940",1952,6,20,264
"15726",1952,6,21,230
"16512",1952,6,22,238
"17298",1952,6,23,249
"18084",1952,6,24,241
"18870",1952,6,25,246
"19656",1952,6,26,255
"20442",1952,6,27,253
"21228",1952,6,28,251
"22014",1952,6,29,260
"22750",1952,6,30,257
"7",1952,7,1,249
"793",1952,7,2,254
"1579",1952,7,3,248
"2365",1952,7,4,250
"3151",1952,7,5,256
"3937",1952,7,6,265
"4723",1952,7,7,264
"5509",1952,7,8,261
"6295",1952,7,9,271
"7081",1952,7,10,271
"7867",1952,7,11,274
"8653",1952,7,12,244
"9439",1952,7,13,251
"10225",1952,7,14,250
"11011",1952,7,15,243
"11797",1952,7,16,247
"12583",1952,7,17,245
"13369",1952,7,18,248
"14155",1952,7,19,250
"14941",1952,7,20,250
"15727",1952,7,21,258
"16513",1952,7,22,266
"17299",1952,7,23,261
"18085",1952,7,24,258
"18871",1952,7,25,257
"19657",1952,7,26,254
"20443",1952,7,27,255
"21229",1952,7,28,252
"22015",1952,7,29,261
"22751",1952,7,30,246
"23469",1952,7,31,244
"8",1952,8,1,260
"794",1952,8,2,261
"1580",1952,8,3,257
"2366",1952,8,4,262
"3152",1952,8,5,262
"3938",1952,8,6,262
"4724",1952,8,7,262
"5510",1952,8,8,265
"6296",1952,8,9,252
"7082",1952,8,10,256
"7868",1952,8,11,252
"8654",1952,8,12,251
"9440",1952,8,13,256
"10226",1952,8,14,243
"11012",1952,8,15,252
"11798",1952,8,16,255
"12584",1952,8,17,264
"13370",1952,8,18,250
"14156",1952,8,19,252
"14942",1952,8,20,247
"15728",1952,8,21,232
"16514",1952,8,22,250
"17300",1952,8,23,249
"18086",1952,8,24,256
"18872",1952,8,25,260
"19658",1952,8,26,256
"20444",1952,8,27,245
"21230",1952,8,28,252
"22016",1952,8,29,252
"22752",1952,8,30,255
"23470",1952,8,31,257
"9",1952,9,1,254
"795",1952,9,2,283
"1581",1952,9,3,235
"2367",1952,9,4,254
"3153",1952,9,5,253
"3939",1952,9,6,240
"4725",1952,9,7,248
"5511",1952,9,8,246
"6297",1952,9,9,255
"7083",1952,9,10,265
"7869",1952,9,11,273
"8655",1952,9,12,270
"9441",1952,9,13,245
"10227",1952,9,14,235
"11013",1952,9,15,236
"11799",1952,9,16,244
"12585",1952,9,17,252
"13371",1952,9,18,255
"14157",1952,9,19,260
"14943",1952,9,20,257
"15729",1952,9,21,248
"16515",1952,9,22,245
"17301",1952,9,23,245
"18087",1952,9,24,240
"18873",1952,9,25,230
"19659",1952,9,26,215
"20445",1952,9,27,210
"21231",1952,9,28,234
"22017",1952,9,29,223
"22753",1952,9,30,236
"10",1952,10,1,203
"796",1952,10,2,212
"1582",1952,10,3,201
"2368",1952,10,4,184
"3154",1952,10,5,223
"3940",1952,10,6,231
"4726",1952,10,7,233
"5512",1952,10,8,221
"6298",1952,10,9,235
"7084",1952,10,10,240
"7870",1952,10,11,171
"8656",1952,10,12,177
"9442",1952,10,13,198
"10228",1952,10,14,234
"11014",1952,10,15,212
"11800",1952,10,16,197
"12586",1952,10,17,204
"13372",1952,10,18,205
"14158",1952,10,19,231
"14944",1952,10,20,241
"15730",1952,10,21,234
"16516",1952,10,22,212
"17302",1952,10,23,194
"18088",1952,10,24,175
"18874",1952,10,25,159
"19660",1952,10,26,153
"20446",1952,10,27,169
"21232",1952,10,28,182
"22018",1952,10,29,191
"22754",1952,10,30,176
"23471",1952,10,31,166
"11",1952,11,1,137
"797",1952,11,2,137
"1583",1952,11,3,175
"2369",1952,11,4,172
"3155",1952,11,5,166
"3941",1952,11,6,174
"4727",1952,11,7,190
"5513",1952,11,8,175
"6299",1952,11,9,179
"7085",1952,11,10,216
"7871",1952,11,11,199
"8657",1952,11,12,196
"9443",1952,11,13,181
"10229",1952,11,14,169
"11015",1952,11,15,145
"11801",1952,11,16,157
"12587",1952,11,17,155
"13373",1952,11,18,169
"14159",1952,11,19,182
"14945",1952,11,20,159
"15731",1952,11,21,145
"16517",1952,11,22,121
"17303",1952,11,23,144
"18089",1952,11,24,137
"18875",1952,11,25,156
"19661",1952,11,26,152
"20447",1952,11,27,168
"21233",1952,11,28,175
"22019",1952,11,29,175
"22755",1952,11,30,160
"12",1952,12,1,182
"798",1952,12,2,70
"1584",1952,12,3,38
"2370",1952,12,4,42
"3156",1952,12,5,88
"3942",1952,12,6,108
"4728",1952,12,7,106
"5514",1952,12,8,106
"6300",1952,12,9,68
"7086",1952,12,10,34
"7872",1952,12,11,28
"8658",1952,12,12,47
"9444",1952,12,13,33
"10230",1952,12,14,65
"11016",1952,12,15,123
"11802",1952,12,16,87
"12588",1952,12,17,72
"13374",1952,12,18,72
"14160",1952,12,19,124
"14946",1952,12,20,149
"15732",1952,12,21,80
"16518",1952,12,22,66
"17304",1952,12,23,98
"18090",1952,12,24,158
"18876",1952,12,25,147
"19662",1952,12,26,116
"20448",1952,12,27,102
"21234",1952,12,28,82
"22020",1952,12,29,112
"22756",1952,12,30,113
"23472",1952,12,31,85
"13",1953,1,1,87
"799",1953,1,2,95
"1585",1953,1,3,161
"2371",1953,1,4,93
"3157",1953,1,5,84
"3943",1953,1,6,63
"4729",1953,1,7,40
"5515",1953,1,8,64
"6301",1953,1,9,95
"7087",1953,1,10,148
"7873",1953,1,11,143
"8659",1953,1,12,131
"9445",1953,1,13,161
"10231",1953,1,14,83
"11017",1953,1,15,75
"11803",1953,1,16,73
"12589",1953,1,17,84
"13375",1953,1,18,67
"14161",1953,1,19,63
"14947",1953,1,20,72
"15733",1953,1,21,96
"16519",1953,1,22,116
"17305",1953,1,23,142
"18091",1953,1,24,158
"18877",1953,1,25,178
"19663",1953,1,26,99
"20449",1953,1,27,78
"21235",1953,1,28,75
"22021",1953,1,29,115
"22757",1953,1,30,114
"23473",1953,1,31,82
"14",1953,2,1,78
"800",1953,2,2,106
"1586",1953,2,3,112
"2372",1953,2,4,132
"3158",1953,2,5,133
"3944",1953,2,6,118
"4730",1953,2,7,96
"5516",1953,2,8,111
"6302",1953,2,9,109
"7088",1953,2,10,149
"7874",1953,2,11,163
"8660",1953,2,12,161
"9446",1953,2,13,170
"10232",1953,2,14,176
"11018",1953,2,15,191
"11804",1953,2,16,158
"12590",1953,2,17,95
"13376",1953,2,18,60
"14162",1953,2,19,52
"14948",1953,2,20,67
"15734",1953,2,21,89
"16520",1953,2,22,106
"17306",1953,2,23,111
"18092",1953,2,24,160
"18878",1953,2,25,140
"19664",1953,2,26,132
"20450",1953,2,27,130
"21236",1953,2,28,147
"15",1953,3,1,153
"801",1953,3,2,172
"1587",1953,3,3,203
"2373",1953,3,4,177
"3159",1953,3,5,121
"3945",1953,3,6,113
"4731",1953,3,7,122
"5517",1953,3,8,162
"6303",1953,3,9,187
"7089",1953,3,10,205
"7875",1953,3,11,206
"8661",1953,3,12,192
"9447",1953,3,13,192
"10233",1953,3,14,171
"11019",1953,3,15,157
"11805",1953,3,16,148
"12591",1953,3,17,141
"13377",1953,3,18,147
"14163",1953,3,19,214
"14949",1953,3,20,217
"15735",1953,3,21,192
"16521",1953,3,22,153
"17307",1953,3,23,147
"18093",1953,3,24,189
"18879",1953,3,25,211
"19665",1953,3,26,221
"20451",1953,3,27,182
"21237",1953,3,28,111
"22022",1953,3,29,111
"22758",1953,3,30,106
"23474",1953,3,31,113
"16",1953,4,1,126
"802",1953,4,2,114
"1588",1953,4,3,136
"2374",1953,4,4,147
"3160",1953,4,5,198
"3946",1953,4,6,168
"4732",1953,4,7,162
"5518",1953,4,8,178
"6304",1953,4,9,218
"7090",1953,4,10,206
"7876",1953,4,11,182
"8662",1953,4,12,130
"9448",1953,4,13,122
"10234",1953,4,14,149
"11020",1953,4,15,153
"11806",1953,4,16,156
"12592",1953,4,17,152
"13378",1953,4,18,171
"14164",1953,4,19,186
"14950",1953,4,20,173
"15736",1953,4,21,172
"16522",1953,4,22,167
"17308",1953,4,23,152
"18094",1953,4,24,149
"18880",1953,4,25,160
"19666",1953,4,26,200
"20452",1953,4,27,220
"21238",1953,4,28,230
"22023",1953,4,29,238
"22759",1953,4,30,238
"17",1953,5,1,222
"803",1953,5,2,209
"1589",1953,5,3,215
"2375",1953,5,4,220
"3161",1953,5,5,226
"3947",1953,5,6,211
"4733",1953,5,7,204
"5519",1953,5,8,201
"6305",1953,5,9,198
"7091",1953,5,10,241
"7877",1953,5,11,249
"8663",1953,5,12,251
"9449",1953,5,13,201
"10235",1953,5,14,190
"11021",1953,5,15,182
"11807",1953,5,16,207
"12593",1953,5,17,214
"13379",1953,5,18,230
"14165",1953,5,19,252
"14951",1953,5,20,250
"15737",1953,5,21,260
"16523",1953,5,22,256
"17309",1953,5,23,254
"18095",1953,5,24,240
"18881",1953,5,25,255
"19667",1953,5,26,256
"20453",1953,5,27,230
"21239",1953,5,28,218
"22024",1953,5,29,248
"22760",1953,5,30,271
"23475",1953,5,31,264
"18",1953,6,1,236
"804",1953,6,2,229
"1590",1953,6,3,242
"2376",1953,6,4,267
"3162",1953,6,5,240
"3948",1953,6,6,237
"4734",1953,6,7,244
"5520",1953,6,8,243
"6306",1953,6,9,254
"7092",1953,6,10,266
"7878",1953,6,11,233
"8664",1953,6,12,228
"9450",1953,6,13,251
"10236",1953,6,14,228
"11022",1953,6,15,239
"11808",1953,6,16,234
"12594",1953,6,17,249
"13380",1953,6,18,247
"14166",1953,6,19,257
"14952",1953,6,20,249
"15738",1953,6,21,246
"16524",1953,6,22,263
"17310",1953,6,23,267
"18096",1953,6,24,272
"18882",1953,6,25,275
"19668",1953,6,26,276
"20454",1953,6,27,251
"21240",1953,6,28,250
"22025",1953,6,29,258
"22761",1953,6,30,264
"19",1953,7,1,249
"805",1953,7,2,255
"1591",1953,7,3,268
"2377",1953,7,4,258
"3163",1953,7,5,272
"3949",1953,7,6,267
"4735",1953,7,7,251
"5521",1953,7,8,258
"6307",1953,7,9,259
"7093",1953,7,10,267
"7879",1953,7,11,270
"8665",1953,7,12,276
"9451",1953,7,13,278
"10237",1953,7,14,281
"11023",1953,7,15,283
"11809",1953,7,16,278
"12595",1953,7,17,264
"13381",1953,7,18,271
"14167",1953,7,19,261
"14953",1953,7,20,270
"15739",1953,7,21,268
"16525",1953,7,22,272
"17311",1953,7,23,266
"18097",1953,7,24,260
"18883",1953,7,25,247
"19669",1953,7,26,242
"20455",1953,7,27,244
"21241",1953,7,28,254
"22026",1953,7,29,248
"22762",1953,7,30,256
"23476",1953,7,31,257
"20",1953,8,1,261
"806",1953,8,2,260
"1592",1953,8,3,266
"2378",1953,8,4,266
"3164",1953,8,5,263
"3950",1953,8,6,267
"4736",1953,8,7,278
"5522",1953,8,8,254
"6308",1953,8,9,254
"7094",1953,8,10,260
"7880",1953,8,11,261
"8666",1953,8,12,257
"9452",1953,8,13,240
"10238",1953,8,14,254
"11024",1953,8,15,252
"11810",1953,8,16,254
"12596",1953,8,17,247
"13382",1953,8,18,267
"14168",1953,8,19,266
"14954",1953,8,20,252
"15740",1953,8,21,232
"16526",1953,8,22,238
"17312",1953,8,23,244
"18098",1953,8,24,244
"18884",1953,8,25,243
"19670",1953,8,26,249
"20456",1953,8,27,253
"21242",1953,8,28,260
"22027",1953,8,29,260
"22763",1953,8,30,248
"23477",1953,8,31,256
"21",1953,9,1,255
"807",1953,9,2,239
"1593",1953,9,3,233
"2379",1953,9,4,248
"3165",1953,9,5,250
"3951",1953,9,6,244
"4737",1953,9,7,230
"5523",1953,9,8,227
"6309",1953,9,9,229
"7095",1953,9,10,255
"7881",1953,9,11,251
"8667",1953,9,12,228
"9453",1953,9,13,228
"10239",1953,9,14,232
"11025",1953,9,15,233
"11811",1953,9,16,222
"12597",1953,9,17,216
"13383",1953,9,18,226
"14169",1953,9,19,236
"14955",1953,9,20,222
"15741",1953,9,21,232
"16527",1953,9,22,234
"17313",1953,9,23,216
"18099",1953,9,24,198
"18885",1953,9,25,213
"19671",1953,9,26,209
"20457",1953,9,27,228
"21243",1953,9,28,226
"22028",1953,9,29,237
"22764",1953,9,30,239
"22",1953,10,1,217
"808",1953,10,2,203
"1594",1953,10,3,225
"2380",1953,10,4,243
"3166",1953,10,5,256
"3952",1953,10,6,261
"4738",1953,10,7,246
"5524",1953,10,8,233
"6310",1953,10,9,222
"7096",1953,10,10,217
"7882",1953,10,11,231
"8668",1953,10,12,234
"9454",1953,10,13,226
"10240",1953,10,14,217
"11026",1953,10,15,232
"11812",1953,10,16,229
"12598",1953,10,17,226
"13384",1953,10,18,227
"14170",1953,10,19,233
"14956",1953,10,20,226
"15742",1953,10,21,194
"16528",1953,10,22,177
