"","Year","Month","Day","value"
"1",1945,1,1,200
"311",1945,1,2,200
"621",1945,1,3,194
"931",1945,1,4,172
"1241",1945,1,5,158
"1551",1945,1,6,182
"1861",1945,1,7,188
"2171",1945,1,8,181
"2481",1945,1,9,190
"2791",1945,1,10,182
"3101",1945,1,11,184
"3411",1945,1,12,195
"3721",1945,1,13,196
"4031",1945,1,14,188
"4341",1945,1,15,191
"4651",1945,1,16,162
"4961",1945,1,17,186
"5271",1945,1,18,205
"5581",1945,1,19,204
"5891",1945,1,20,200
"6201",1945,1,21,204
"6511",1945,1,22,194
"6821",1945,1,23,200
"7131",1945,1,24,193
"7441",1945,1,25,200
"7751",1945,1,26,214
"8061",1945,1,27,212
"8371",1945,1,28,222
"8681",1945,1,29,214
"8972",1945,1,30,209
"9256",1945,1,31,206
"2",1945,2,1,198
"312",1945,2,2,189
"622",1945,2,3,175
"932",1945,2,4,171
"1242",1945,2,5,178
"1552",1945,2,6,190
"1862",1945,2,7,194
"2172",1945,2,8,208
"2482",1945,2,9,202
"2792",1945,2,10,193
"3102",1945,2,11,200
"3412",1945,2,12,203
"3722",1945,2,13,208
"4032",1945,2,14,202
"4342",1945,2,15,202
"4652",1945,2,16,207
"4962",1945,2,17,192
"5272",1945,2,18,208
"5582",1945,2,19,221
"5892",1945,2,20,234
"6202",1945,2,21,233
"6512",1945,2,22,234
"6822",1945,2,23,252
"7132",1945,2,24,238
"7442",1945,2,25,220
"7752",1945,2,26,240
"8062",1945,2,27,245
"8372",1945,2,28,235
"3",1945,3,1,224
"313",1945,3,2,210
"623",1945,3,3,210
"933",1945,3,4,220
"1243",1945,3,5,222
"1553",1945,3,6,205
"1863",1945,3,7,229
"2173",1945,3,8,210
"2483",1945,3,9,234
"2793",1945,3,10,239
"3103",1945,3,11,228
"3413",1945,3,12,243
"3723",1945,3,13,229
"4033",1945,3,14,236
"4343",1945,3,15,257
"4653",1945,3,16,262
"4963",1945,3,17,256
"5273",1945,3,18,277
"5583",1945,3,19,271
"5893",1945,3,20,285
"6203",1945,3,21,267
"6513",1945,3,22,273
"6823",1945,3,23,256
"7133",1945,3,24,275
"7443",1945,3,25,-99.9
"7753",1945,3,26,242
"8063",1945,3,27,243
"8373",1945,3,28,255
"8682",1945,3,29,255
"8973",1945,3,30,262
"9257",1945,3,31,267
